koningsklassen	koningsklasse	klasse		27818		
leeftijdsklassen	leeftijdsklasse	klasse		27819		
middenklassen	middenklasse	klasse		27820		
Moto3-klassen	Moto3-klasse	klasse		27821		
onderklassen	onderklasse	klasse		27822		
overgangsklassen	overgangsklasse	klasse		27823		
prijsklassen	prijsklasse	klasse		27824		
raceklassen	raceklasse	klasse		27825		
radial-klassen	radial-klasse	klasse		27826		
recurveklassen	recurveklasse	klasse		27827		
regentenklassen	regentenklasse	klasse		27828		
reisklassen	reisklasse	klasse		27829		
sportklassen	sportklasse	klasse		27830		
strafklassen	strafklasse	klasse		27831		
superklassen	superklasse	klasse		27832		
toeristenklassen	toeristenklasse	klasse		27833		
topklassen	topklasse	klasse		27834		
voetbalklassen	voetbalklasse	klasse		27835		
waardeklassen	waardeklasse	klasse		27836		
wereldklassen	wereldklasse	klasse		27837		
woordklassen	woordklasse	klasse		27838		
zwaargewichtklassen	zwaargewichtklasse	klasse		27839		
investeringsopgaven	investeringsopgaaf	opgaaf		38723		
jaaropgaven	jaaropgaaf	opgaaf		38724		
opgaven	opgaaf	opgaaf		38725		
wiskundeopgaven	wiskundeopgave	opgave		38743		
615-processoren	615-processor	processor		44296		
617-processoren	617-processor	processor		44297		
650-processoren	650-processor	processor		44298		
801-processoren	801-processor	processor		44299		
810-processoren	810-processor	processor		44300		
820-processoren	820-processor	processor		44301		
950-processoren	950-processor	processor		44302		
arm-processoren	arm-processor	processor		44303		
desktopprocessoren	desktopprocessor	processor		44304		
foodprocessoren	foodprocessor	processor		44305		
i7-processoren	i7-processor	processor		44306		
k1-processoren	k1-processor	processor		44307		
k-processoren	k-processor	processor		44308		
microprocessoren	microprocessor	processor		44309		
processoren	processor	processor		44310		
processors	processor	processor		44311		
quadcore-processoren	quadcore-processor	processor		44312		
wordprocessoren	wordprocessor	processor		44313		
aardgasbehoeften	aardgasbehoefte	behoefte	toegevoegd meervoud op -s	4714		
basisbehoeftes	basisbehoefte	behoefte	toegevoegd meervoud op -s	4715		
behoeftes	behoefte	behoefte	toegevoegd meervoud op -s	4716		
conflictbehoeftes	conflictbehoefte	behoefte	toegevoegd meervoud op -s	4717		
elektriciteitsbehoeftes	elektriciteitsbehoefte	behoefte	toegevoegd meervoud op -s	4718		
esergiebehoeftes	energiebehoefte	behoefte	toegevoegd meervoud op -s	4719		
financieringsbehoeftes	financieringsbehoefte	behoefte	toegevoegd meervoud op -s	4720		
hulpbehoeftes	hulpbehoefte	behoefte	toegevoegd meervoud op -s	4721		
levessbehoeftes	levensbehoefte	behoefte	toegevoegd meervoud op -s	4722		
mobiliteitsbehoeftes	mobiliteitsbehoefte	behoefte	toegevoegd meervoud op -s	4723		
onderwijsbehoeftes	onderwijsbehoefte	behoefte	toegevoegd meervoud op -s	4724		
opleidingsbehoeftes	opleidingsbehoefte	behoefte	toegevoegd meervoud op -s	4725		
parkeerbehoeftes	parkeerbehoefte	behoefte	toegevoegd meervoud op -s	4726		
ruimtebehoeftes	ruimtebehoefte	behoefte	toegevoegd meervoud op -s	4727		
slaapbehoeftes	slaapbehoefte	behoefte	toegevoegd meervoud op -s	4728		
warmtebehoeftes	warmtebehoefte	behoefte	toegevoegd meervoud op -s	4729		
waterbehoeftes	waterbehoefte	behoefte	toegevoegd meervoud op -s	4730		
woningbehoeftes	woningbehoefte	behoefte	toegevoegd meervoud op -s	4731		
zorgbehoeftes	zorgbehoefte	behoefte	toegevoegd meervoud op -s	4732		
bijdrages	bijdrage	bijdrage	toegevoegd meervoud op -s	6826		
crowdfundingbijdrages	crowdfundingbijdrage	bijdrage	toegevoegd meervoud op -s	6827		
eu-bijdrages	eu-bijdrage	bijdrage	toegevoegd meervoud op -s	6828		
exploitatiebijdrages	exploitatiebijdrage	bijdrage	toegevoegd meervoud op -s	6829		
gastbijdrages	gastbijdrage	bijdrage	toegevoegd meervoud op -s	6830		
gespreksbijdrages	gespreksbijdrage	bijdrage	toegevoegd meervoud op -s	6831		
kinderopvangbijdrages	kinderopvangbijdrage	bijdrage	toegevoegd meervoud op -s	6832		
onderwijsbijdrages	onderwijsbijdrage	bijdrage	toegevoegd meervoud op -s	6833		
opleidingsfondsbijdrages	opleidingsfondsbijdrage	bijdrage	toegevoegd meervoud op -s	6834		
ouderbijdrages	ouderbijdrage	bijdrage	toegevoegd meervoud op -s	6835		
overheidsbijdrages	overheidsbijdrage	bijdrage	toegevoegd meervoud op -s	6836		
pessioesbijdrages	pensioenbijdrage	bijdrage	toegevoegd meervoud op -s	6837		
realitybijdrages	realitybijdrage	bijdrage	toegevoegd meervoud op -s	6838		
solidariteitsbijdrages	solidariteitsbijdrage	bijdrage	toegevoegd meervoud op -s	6839		
sponsorbijdrages	sponsorbijdrage	bijdrage	toegevoegd meervoud op -s	6840		
verevesingsbijdrages	vereveningsbijdrage	bijdrage	toegevoegd meervoud op -s	6841		
verwijderingsbijdrages	verwijderingsbijdrage	bijdrage	toegevoegd meervoud op -s	6842		
werkgeversbijdrages	werkgeversbijdrage	bijdrage	toegevoegd meervoud op -s	6843		
bewegingsdetectores	bewegingsdetector	detector	toegevoegd meervoud op -s	13095		
detectores	detector	detector	toegevoegd meervoud op -s	13096		
leugesdetectores	leugendetector	detector	toegevoegd meervoud op -s	13097		
ligo-detectores	ligo-detector	detector	toegevoegd meervoud op -s	13098		
magneto-detectores	magneto-detector	detector	toegevoegd meervoud op -s	13099		
metaaldetectores	metaaldetector	detector	toegevoegd meervoud op -s	13100		
warmtedetectores	warmtedetector	detector	toegevoegd meervoud op -s	13101		
zweetdetectores	zweetdetector	detector	toegevoegd meervoud op -s	13102		
125cc-klasses	125cc-klasse	klasse	toegevoegd meervoud op -s	27801		
470-klasses	470-klasse	klasse	toegevoegd meervoud op -s	27802		
aandelesklasses	aandelenklasse	klasse	toegevoegd meervoud op -s	27803		
a-klasses	a-klasse	klasse	toegevoegd meervoud op -s	27804		
arbeidersklasses	arbeidersklasse	klasse	toegevoegd meervoud op -s	27805		
b-klasses	b-klasse	klasse	toegevoegd meervoud op -s	27806		
bovesklasses	bovenklasse	klasse	toegevoegd meervoud op -s	27807		
brandklasses	brandklasse	klasse	toegevoegd meervoud op -s	27808		
esergieklasses	energieklasse	klasse	toegevoegd meervoud op -s	27809		
ereklasses	ereklasse	klasse	toegevoegd meervoud op -s	27810		
gewichtsklasses	gewichtsklasse	klasse	toegevoegd meervoud op -s	27811		
GT4-klasses	GT4-klasse	klasse	toegevoegd meervoud op -s	27812		
handicapklasses	handicapklasse	klasse	toegevoegd meervoud op -s	27813		
inkomessklasses	inkomensklasse	klasse	toegevoegd meervoud op -s	27814		
jaarklasses	jaarklasse	klasse	toegevoegd meervoud op -s	27815		
keepersklasses	keepersklasse	klasse	toegevoegd meervoud op -s	27816		
klasses	klasse	klasse	toegevoegd meervoud op -s	27817		
koningsklasses	koningsklasse	klasse	toegevoegd meervoud op -s	27818		
leeftijdsklasses	leeftijdsklasse	klasse	toegevoegd meervoud op -s	27819		
middesklasses	middenklasse	klasse	toegevoegd meervoud op -s	27820		
Moto3-klasses	Moto3-klasse	klasse	toegevoegd meervoud op -s	27821		
onderklasses	onderklasse	klasse	toegevoegd meervoud op -s	27822		
overgangsklasses	overgangsklasse	klasse	toegevoegd meervoud op -s	27823		
prijsklasses	prijsklasse	klasse	toegevoegd meervoud op -s	27824		
raceklasses	raceklasse	klasse	toegevoegd meervoud op -s	27825		
radial-klasses	radial-klasse	klasse	toegevoegd meervoud op -s	27826		
recurveklasses	recurveklasse	klasse	toegevoegd meervoud op -s	27827		
regestesklasses	regentenklasse	klasse	toegevoegd meervoud op -s	27828		
reisklasses	reisklasse	klasse	toegevoegd meervoud op -s	27829		
sportklasses	sportklasse	klasse	toegevoegd meervoud op -s	27830		
strafklasses	strafklasse	klasse	toegevoegd meervoud op -s	27831		
superklasses	superklasse	klasse	toegevoegd meervoud op -s	27832		
toeristesklasses	toeristenklasse	klasse	toegevoegd meervoud op -s	27833		
topklasses	topklasse	klasse	toegevoegd meervoud op -s	27834		
voetbalklasses	voetbalklasse	klasse	toegevoegd meervoud op -s	27835		
waardeklasses	waardeklasse	klasse	toegevoegd meervoud op -s	27836		
wereldklasses	wereldklasse	klasse	toegevoegd meervoud op -s	27837		
woordklasses	woordklasse	klasse	toegevoegd meervoud op -s	27838		
zwaargewichtklasses	zwaargewichtklasse	klasse	toegevoegd meervoud op -s	27839		
investeringsopgaves	investeringsopgaaf	opgaaf	toegevoegd meervoud op -s	38723		
jaaropgaves	jaaropgaaf	opgaaf	toegevoegd meervoud op -s	38724		
opgaves	opgaaf	opgaaf	toegevoegd meervoud op -s	38725		
wiskundeopgaves	wiskundeopgave	opgave	toegevoegd meervoud op -s	38743		
615-processors	615-processor	processor	toegevoegd meervoud op -s	44296		
617-processors	617-processor	processor	toegevoegd meervoud op -s	44297		
650-processors	650-processor	processor	toegevoegd meervoud op -s	44298		
801-processors	801-processor	processor	toegevoegd meervoud op -s	44299		
810-processors	810-processor	processor	toegevoegd meervoud op -s	44300		
820-processors	820-processor	processor	toegevoegd meervoud op -s	44301		
950-processors	950-processor	processor	toegevoegd meervoud op -s	44302		
arm-processors	arm-processor	processor	toegevoegd meervoud op -s	44303		
desktopprocessors	desktopprocessor	processor	toegevoegd meervoud op -s	44304		
foodprocessors	foodprocessor	processor	toegevoegd meervoud op -s	44305		
i7-processors	i7-processor	processor	toegevoegd meervoud op -s	44306		
k1-processors	k1-processor	processor	toegevoegd meervoud op -s	44307		
k-processors	k-processor	processor	toegevoegd meervoud op -s	44308		
microprocessors	microprocessor	processor	toegevoegd meervoud op -s	44309		
processors	processor	processor	toegevoegd meervoud op -s	44310		
processors	processor	processor	toegevoegd meervoud op -s	44311		
quadcore-processors	quadcore-processor	processor	toegevoegd meervoud op -s	44312		
wordprocessors	wordprocessor	processor	toegevoegd meervoud op -s	44313		
aangiftes	aangifte	aangifte		168		
belastingaangiftes	belastingaangifte	aangifte		169		
BTW-aangiftes	BTW-aangifte	aangifte		170		
geboorteaangiftes	geboorteaangifte	aangifte		171		
internetaangiftes	internetaangifte	aangifte		172		
politieaangiftes	politieaangifte	aangifte		173		
zedenaangiftes	zedenaangifte	aangifte		174		
afgiftes	afgifte	afgifte		1382		
algoritmes	algoritme	algoritme		1859		
computeralgoritmes	computeralgoritme	algoritme		1860		
MD5-algoritmes	MD5-algoritme	algoritme		1861		
bijlages	bijlage	bijlage		6901		
boekenbijlages	boekenbijlage	bijlage		6902		
krantenbijlages	krantenbijlage	bijlage		6903		
corticosteroïdes	corticosteroïde	corticosteroïde		11843		
inhalatiecorticosteroïdes	inhalatiecorticosteroïde	corticosteroïde		11844		
hoofdeindes	hoofdeinde	einde		15734		
jaareindes	jaareinde	einde		15735		
levenseindes	levenseinde	einde		15736		
ondereindes	ondereinde	einde		15737		
seizoenseindes	seizoenseinde	einde		15738		
uiteindes	uiteinde	einde		15739		
voeteneindes	voeteneinde	einde		15740		
erfgenames	erfgename	erfgename		16072		
Hilton-erfgenames	Hilton-erfgename	erfgename		16073		
hooggebergtes	hooggebergte	gebergte		19001		
middelgebergtes	middelgebergte	gebergte		19004		
middengebergtes	middengebergte	gebergte		19005		
basisgedachtes	basisgedachte	gedachte		19434		
bijgedachtes	bijgedachte	gedachte		19435		
complotgedachtes	complotgedachte	gedachte		19436		
complotgedachten	complotgedachte	gedachte		19437		
dwanggedachtes	dwanggedachte	gedachte		19438		
dwanggedachten	dwanggedachte	gedachte		19439		
gedachtes	gedachte	gedachte		19440		
grondgedachtes	grondgedachte	gedachte		19441		
grondgedachten	grondgedachte	gedachte		19442		
paniekgedachtes	paniekgedachte	gedachte		19443		
paniekgedachten	paniekgedachte	gedachte		19444		
participatiegedachtes	participatiegedachte	gedachte		19445		
participatiegedachten	participatiegedachte	gedachte		19446		
solidariteitsgedachtes	solidariteitsgedachte	gedachte		19447		
solidariteitsgedachten	solidariteitsgedachte	gedachte		19448		
toekomstgedachtes	toekomstgedachte	gedachte		19449		
verzekeringsgedachtes	verzekeringsgedachte	gedachte		19450		
voetbalgedachtes	voetbalgedachte	gedachte		19451		
voetbalgedachten	voetbalgedachte	gedachte		19452		
zelfmoordgedachtes	zelfmoordgedachte	gedachte		19453		
zelfmoordgedachten	zelfmoordgedachte	gedachte		19454		
burgergedeeltes	burgergedeelte	gedeelte		19461		
enterprise-gedeeltes	enterprise-gedeelte	gedeelte		19464		
gasgedeeltes	gasgedeelte	gedeelte		19465		
gedeeltes	gedeelte	gedeelte		19466		
goniometrie-gedeeltes	goniometrie-gedeelte	gedeelte		19467		
handelsgedeeltes	handelsgedeelte	gedeelte		19468		
leesgedeeltes	leesgedeelte	gedeelte		19473		
lijkgedeeltes	lijkgedeelte	gedeelte		19474		
gesteentes	gesteente	gesteente		20537		
gipsgroeves	gipsgroeve	groeve		22038		
grindgroeves	grindgroeve	groeve		22039		
groeves	groeve	groeve		22040		
leemgroeves	leemgroeve	groeve		22041		
mergelgroeves	mergelgroeve	groeve		22042		
pleistergroeves	pleistergroeve	groeve		22043		
steengroeves	steengroeve	groeve		22044		
steenkoolgroeves	steenkoolgroeve	groeve		22045		
zandgroeves	zandgroeve	groeve		22046		
accugroottes	accugrootte	grootte		22135		
bestandsgroottes	bestandsgrootte	grootte		22136		
bevolkingsgroottes	bevolkingsgrootte	grootte		22137		
effectgroottes	effectgrootte	grootte		22138		
fruitgroottes	fruitgrootte	grootte		22139		
groepsgroottes	groepsgrootte	grootte		22140		
groottes	grootte	grootte		22141		
hersengroottes	hersengrootte	grootte		22142		
klassengroottes	klassengrootte	grootte		22143		
maximumgroottes	maximumgrootte	grootte		22144		
schaalgroottes	schaalgrootte	grootte		22145		
tekstgroottes	tekstgrootte	grootte		22146		
calorie-innames	calorie-inname	inname		24897		
innames	inname	inname		24898		
magnesiuminnames	magnesiuminname	inname		24899		
vochtinnames	vochtinname	inname		24900		
zoutinnames	zoutinname	inname		24901		
zuivelinnames	zuivelinname	inname		24902		
bedrijfsovernames	bedrijfsovername	overname		39765		
LinkedIn-overnames	LinkedIn-overname	overname		39766		
machtsovernames	machtsovername	overname		39767		
mega-overnames	mega-overname	overname		39768		
miljardenovernames	miljardenovername	overname		39769		
Nokia-overnames	Nokia-overname	overname		39770		
overnames	overname	overname		39771		
recordovernames	recordovername	overname		39772		
strafovernames	strafovername	overname		39773		
tech-overnames	tech-overname	overname		39774		
asteroïdes	asteroïde	steroïde		54167		
steroïdes	steroïde	steroïde		54168		
leeszwaktes	leeszwakte	zwakte		70072		
spierzwaktes	spierzwakte	zwakte		70073		
zwaktes	zwakte	zwakte		70074		
aangiften	aangifte	aangifte	toegevoegd meervoud op -n	168		
belastingaangiften	belastingaangifte	aangifte	toegevoegd meervoud op -n	169		
BTW-aangiften	BTW-aangifte	aangifte	toegevoegd meervoud op -n	170		
geboorteaangiften	geboorteaangifte	aangifte	toegevoegd meervoud op -n	171		
internetaangiften	internetaangifte	aangifte	toegevoegd meervoud op -n	172		
politieaangiften	politieaangifte	aangifte	toegevoegd meervoud op -n	173		
zedenaangiften	zedenaangifte	aangifte	toegevoegd meervoud op -n	174		
afgiften	afgifte	afgifte	toegevoegd meervoud op -n	1382		
algoritmen	algoritme	algoritme	toegevoegd meervoud op -n	1859		
computeralgoritmen	computeralgoritme	algoritme	toegevoegd meervoud op -n	1860		
MD5-algoritmen	MD5-algoritme	algoritme	toegevoegd meervoud op -n	1861		
bijlagen	bijlage	bijlage	toegevoegd meervoud op -n	6901		
boekenbijlagen	boekenbijlage	bijlage	toegevoegd meervoud op -n	6902		
krantenbijlagen	krantenbijlage	bijlage	toegevoegd meervoud op -n	6903		
corticosteroïden	corticosteroïde	corticosteroïde	toegevoegd meervoud op -n	11843		
inhalatiecorticosteroïden	inhalatiecorticosteroïde	corticosteroïde	toegevoegd meervoud op -n	11844		
hoofdeinden	hoofdeinde	einde	toegevoegd meervoud op -n	15734		
jaareinden	jaareinde	einde	toegevoegd meervoud op -n	15735		
levenseinden	levenseinde	einde	toegevoegd meervoud op -n	15736		
ondereinden	ondereinde	einde	toegevoegd meervoud op -n	15737		
seizoenseinden	seizoenseinde	einde	toegevoegd meervoud op -n	15738		
uiteinden	uiteinde	einde	toegevoegd meervoud op -n	15739		
voeteneinden	voeteneinde	einde	toegevoegd meervoud op -n	15740		
erfgenamen	erfgename	erfgename	toegevoegd meervoud op -n	16072		
Hilton-erfgenamen	Hilton-erfgename	erfgename	toegevoegd meervoud op -n	16073		
hooggebergten	hooggebergte	gebergte	toegevoegd meervoud op -n	19001		
middelgebergten	middelgebergte	gebergte	toegevoegd meervoud op -n	19004		
middengebergten	middengebergte	gebergte	toegevoegd meervoud op -n	19005		
basisgedachten	basisgedachte	gedachte	toegevoegd meervoud op -n	19434		
bijgedachten	bijgedachte	gedachte	toegevoegd meervoud op -n	19435		
complotgedachten	complotgedachte	gedachte	toegevoegd meervoud op -n	19436		
complotgedachten	complotgedachte	gedachte	toegevoegd meervoud op -n	19437		
dwanggedachten	dwanggedachte	gedachte	toegevoegd meervoud op -n	19438		
dwanggedachten	dwanggedachte	gedachte	toegevoegd meervoud op -n	19439		
gedachten	gedachte	gedachte	toegevoegd meervoud op -n	19440		
grondgedachten	grondgedachte	gedachte	toegevoegd meervoud op -n	19441		
grondgedachten	grondgedachte	gedachte	toegevoegd meervoud op -n	19442		
paniekgedachten	paniekgedachte	gedachte	toegevoegd meervoud op -n	19443		
paniekgedachten	paniekgedachte	gedachte	toegevoegd meervoud op -n	19444		
participatiegedachten	participatiegedachte	gedachte	toegevoegd meervoud op -n	19445		
participatiegedachten	participatiegedachte	gedachte	toegevoegd meervoud op -n	19446		
solidariteitsgedachten	solidariteitsgedachte	gedachte	toegevoegd meervoud op -n	19447		
solidariteitsgedachten	solidariteitsgedachte	gedachte	toegevoegd meervoud op -n	19448		
toekomstgedachten	toekomstgedachte	gedachte	toegevoegd meervoud op -n	19449		
verzekeringsgedachten	verzekeringsgedachte	gedachte	toegevoegd meervoud op -n	19450		
voetbalgedachten	voetbalgedachte	gedachte	toegevoegd meervoud op -n	19451		
voetbalgedachten	voetbalgedachte	gedachte	toegevoegd meervoud op -n	19452		
zelfmoordgedachten	zelfmoordgedachte	gedachte	toegevoegd meervoud op -n	19453		
zelfmoordgedachten	zelfmoordgedachte	gedachte	toegevoegd meervoud op -n	19454		
burgergedeelten	burgergedeelte	gedeelte	toegevoegd meervoud op -n	19461		
enterprise-gedeelten	enterprise-gedeelte	gedeelte	toegevoegd meervoud op -n	19464		
gasgedeelten	gasgedeelte	gedeelte	toegevoegd meervoud op -n	19465		
gedeelten	gedeelte	gedeelte	toegevoegd meervoud op -n	19466		
goniometrie-gedeelten	goniometrie-gedeelte	gedeelte	toegevoegd meervoud op -n	19467		
handelsgedeelten	handelsgedeelte	gedeelte	toegevoegd meervoud op -n	19468		
leengedeelten	leesgedeelte	gedeelte	toegevoegd meervoud op -n	19473		
lijkgedeelten	lijkgedeelte	gedeelte	toegevoegd meervoud op -n	19474		
genteenten	gesteente	gesteente	toegevoegd meervoud op -n	20537		
